id;width;height;num_agents;obstacle_ratio;conglomeration_ratio;agent_path_length;max_length;agent_generator;h;seed;status;solution_length;solution_cost;closed_states;inserted_states;waits;grid_gen_time;agents_gen_time;resolution_time;process_time;memory
1;10;10;0;0;0;10;10;random;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.0019;0.0;0.35;98708
2;10;10;0;0;0;10;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0018;0.0019;0.0;0.31;100224
3;10;10;0;0.25;0;10;10;random;dijkstra;42;success;6;8.0711;1;1;0;0.0018;0.0018;0.0;0.33;100612
4;10;10;0;0.25;0;10;10;random;diagonal;42;success;6;8.0711;10;53;0;0.0018;0.0019;0.0002;0.31;100072
5;10;10;0;0.25;0.25;10;10;random;dijkstra;42;success;5;5.8284;1;1;0;0.0029;0.0029;0.0;0.33;98256
6;10;10;0;0.25;0.25;10;10;random;diagonal;42;success;5;5.8284;8;30;0;0.0017;0.0017;0.0001;0.31;98532
7;10;10;0;0.25;0.5;10;10;random;dijkstra;42;success;2;2;1;1;0;0.0017;0.0017;0.0;0.32;100572
8;10;10;0;0.25;0.5;10;10;random;diagonal;42;success;2;2;3;12;0;0.0018;0.0018;0.0;0.33;100768
9;10;10;0;0.25;0.75;10;10;random;dijkstra;42;success;3;3;1;1;0;0.0017;0.0017;0.0;0.32;100564
10;10;10;0;0.25;0.75;10;10;random;diagonal;42;success;3;3;4;18;0;0.0017;0.0018;0.0001;0.40;100512
11;10;10;0;0.25;1;10;10;random;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.0017;0.0;0.32;100428
12;10;10;0;0.25;1;10;10;random;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.0017;0.0;0.35;98356
13;10;10;0;0.5;0;10;10;random;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.0018;0.0;0.31;100464
14;10;10;0;0.5;0;10;10;random;diagonal;42;success;1;1.4142;2;9;0;0.0018;0.0018;0.0;0.34;100852
15;10;10;0;0.5;0.25;10;10;random;dijkstra;42;success;5;6.2426;1;1;0;0.0016;0.0017;0.0;0.31;100592
16;10;10;0;0.5;0.25;10;10;random;diagonal;42;success;5;6.2426;7;25;0;0.0017;0.0017;0.0001;0.35;100760
17;10;10;0;0.5;0.5;10;10;random;dijkstra;42;failure;0;0;223;223;0;0.0015;0.0016;0.0021;0.31;100656
18;10;10;0;0.5;0.5;10;10;random;diagonal;42;failure;0;0;223;223;0;0.0024;0.0025;0.0038;0.34;100500
19;10;10;0;0.5;0.5;10;25;random;dijkstra;42;failure;0;0;718;718;0;0.0015;0.0016;0.0105;0.33;100824
20;10;10;0;0.5;0.5;10;25;random;diagonal;42;failure;0;0;718;718;0;0.0015;0.0016;0.0105;0.32;100584
21;10;10;0;0.5;0.75;10;10;random;dijkstra;42;success;2;2;1;1;0;0.0016;0.0016;0.0;0.34;100208
22;10;10;0;0.5;0.75;10;10;random;diagonal;42;success;2;2;3;18;0;0.0016;0.0017;0.0001;0.31;98192
23;10;10;0;0.5;1;10;10;random;dijkstra;42;success;4;4;1;1;0;0.0016;0.0016;0.0;0.31;100336
24;10;10;0;0.5;1;10;10;random;diagonal;42;success;4;4;5;37;0;0.0016;0.0017;0.0001;0.34;100740
25;10;10;0;0.75;0;10;10;random;dijkstra;42;failure;0;0;62;62;0;0.0018;0.0019;0.0004;0.33;100448
26;10;10;0;0.75;0;10;10;random;diagonal;42;failure;0;0;62;62;0;0.0018;0.0019;0.0004;0.31;100656
27;10;10;0;0.75;0.25;10;10;random;dijkstra;42;success;0;0;1;1;0;0.0017;0.0017;0.0;0.31;100528
28;10;10;0;0.75;0.25;10;10;random;diagonal;42;success;0;0;1;1;0;0.0017;0.0018;0.0;0.30;100708
29;10;10;0;0.75;0.5;10;10;random;dijkstra;42;failure;0;0;49;49;0;0.0015;0.0016;0.0003;0.34;98464
30;10;10;0;0.75;0.5;10;10;random;diagonal;42;failure;0;0;49;49;0;0.0016;0.0017;0.0003;0.31;100468
31;10;10;0;0.75;0.75;10;10;random;dijkstra;42;success;3;3.8284;1;1;0;0.0016;0.0016;0.0;0.31;100572
32;10;10;0;0.75;0.75;10;10;random;diagonal;42;success;3;3.8284;4;11;0;0.0014;0.0015;0.0;0.30;100624
33;10;10;0;0.75;1;10;10;random;dijkstra;42;failure;0;0;339;339;0;0.0016;0.0017;0.0042;0.34;100328
34;10;10;0;0.75;1;10;10;random;diagonal;42;failure;0;0;339;339;0;0.0016;0.0016;0.0059;0.31;100432
35;10;10;1;0;0;10;10;random;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.002;0.0002;0.32;100284
36;10;10;1;0;0;10;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.002;0.0002;0.31;98392
37;10;10;1;0;0;10;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0019;0.0022;0.0001;0.31;98260
38;10;10;1;0;0;10;10;optimal;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0022;0.0002;0.32;98376
39;10;10;1;0;0;25;10;random;dijkstra;42;success;1;1.4142;5;25;0;0.0019;0.0022;0.0014;0.33;98176
40;10;10;1;0;0;25;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0022;0.0002;0.32;100348
41;10;10;1;0;0;25;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0019;0.0022;0.0001;0.32;100020
42;10;10;1;0;0;25;10;optimal;diagonal;42;success;1;1.4142;2;10;0;0.0018;0.0022;0.0002;0.31;100288
43;10;10;1;0;0;50;10;random;dijkstra;42;success;1;1.4142;5;25;0;0.0019;0.0024;0.0014;0.31;95940
44;10;10;1;0;0;50;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0024;0.0002;0.34;100280
45;10;10;1;0;0;50;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0019;0.0022;0.0001;0.33;100480
46;10;10;1;0;0;50;10;optimal;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0022;0.0002;0.32;100340
47;10;10;1;0.25;0;10;10;random;dijkstra;42;success;6;8.0711;1;1;0;0.0018;0.0019;0.0002;0.31;98388
48;10;10;1;0.25;0;10;10;random;diagonal;42;success;6;8.0711;10;53;0;0.0018;0.0019;0.0012;0.32;98432
49;10;10;1;0.25;0;10;10;optimal;dijkstra;42;success;6;8.0711;3;13;0;0.0018;0.0021;0.0004;0.32;98516
50;10;10;1;0.25;0;10;10;optimal;diagonal;42;success;6;8.0711;10;52;0;0.0018;0.0021;0.0012;0.32;98288
51;10;10;1;0.25;0;25;10;random;dijkstra;42;success;6;8.0711;1;1;0;0.0018;0.0021;0.0004;0.32;100516
52;10;10;1;0.25;0;25;10;random;diagonal;42;success;6;8.0711;10;53;0;0.0018;0.0021;0.0012;0.31;100552
53;10;10;1;0.25;0;25;10;optimal;dijkstra;42;success;6;8.0711;3;13;0;0.0018;0.002;0.0004;0.31;100140
54;10;10;1;0.25;0;25;10;optimal;diagonal;42;success;6;8.0711;10;52;0;0.0018;0.0021;0.0012;0.31;100432
55;10;10;1;0.25;0;50;10;random;dijkstra;42;success;6;8.0711;1;1;0;0.0018;0.0023;0.0008;0.31;100760
56;10;10;1;0.25;0;50;10;random;diagonal;42;success;6;8.0711;10;53;0;0.0018;0.0022;0.0012;0.32;98448
57;10;10;1;0.25;0;50;10;optimal;dijkstra;42;success;6;8.0711;3;13;0;0.0017;0.002;0.0004;0.31;100236
58;10;10;1;0.25;0;50;10;optimal;diagonal;42;success;6;8.0711;10;52;0;0.0018;0.0021;0.0012;0.34;100664
59;10;10;1;0.25;0.25;10;10;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0018;0.0;0.31;98684
60;10;10;1;0.25;0.25;10;10;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0019;0.0;0.34;100312
61;10;10;1;0.25;0.25;10;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0026;0.0;0.31;100336
62;10;10;1;0.25;0.25;10;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100548
63;10;10;1;0.25;0.25;10;25;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0019;0.0;0.31;100456
64;10;10;1;0.25;0.25;10;25;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0018;0.0;0.31;100324
65;10;10;1;0.25;0.25;10;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100328
66;10;10;1;0.25;0.25;10;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0018;0.003;0.0;0.32;100324
67;10;10;1;0.25;0.25;10;50;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0019;0.0;0.31;100660
68;10;10;1;0.25;0.25;10;50;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0019;0.0;0.31;100588
69;10;10;1;0.25;0.25;10;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.30;100468
70;10;10;1;0.25;0.25;10;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100368
71;10;10;1;0.25;0.25;25;10;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.002;0.0;0.31;100616
72;10;10;1;0.25;0.25;25;10;random;diagonal;42;failure;0;0;0;0;0;0.0018;0.002;0.0;0.31;98276
73;10;10;1;0.25;0.25;25;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100640
74;10;10;1;0.25;0.25;25;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;98616
75;10;10;1;0.25;0.25;25;25;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.002;0.0;0.32;100296
76;10;10;1;0.25;0.25;25;25;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0019;0.0;0.31;100160
77;10;10;1;0.25;0.25;25;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.34;100484
78;10;10;1;0.25;0.25;25;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100724
79;10;10;1;0.25;0.25;25;50;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.002;0.0;0.31;100612
80;10;10;1;0.25;0.25;25;50;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0019;0.0;0.30;98516
81;10;10;1;0.25;0.25;25;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.32;100448
82;10;10;1;0.25;0.25;25;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100324
83;10;10;1;0.25;0.25;50;10;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0022;0.0;0.31;100492
84;10;10;1;0.25;0.25;50;10;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0022;0.0;0.31;100800
85;10;10;1;0.25;0.25;50;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100448
86;10;10;1;0.25;0.25;50;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0026;0.0;0.31;100600
87;10;10;1;0.25;0.25;50;25;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0022;0.0;0.31;100584
88;10;10;1;0.25;0.25;50;25;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0022;0.0;0.32;100364
89;10;10;1;0.25;0.25;50;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100572
90;10;10;1;0.25;0.25;50;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;98372
91;10;10;1;0.25;0.25;50;50;random;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0022;0.0;0.31;100200
92;10;10;1;0.25;0.25;50;50;random;diagonal;42;failure;0;0;0;0;0;0.0017;0.0022;0.0;0.31;100432
93;10;10;1;0.25;0.25;50;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.31;100340
94;10;10;1;0.25;0.25;50;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0017;0.0027;0.0;0.33;100476
95;10;10;1;0.25;0.5;10;10;random;dijkstra;42;success;2;2;1;1;0;0.0017;0.0019;0.0002;0.31;98048
96;10;10;1;0.25;0.5;10;10;random;diagonal;42;success;2;2;3;12;0;0.0018;0.0019;0.0002;0.31;100576
97;10;10;1;0.25;0.5;10;10;optimal;dijkstra;42;success;2;2;1;1;0;0.0017;0.0019;0.0001;0.32;100572
98;10;10;1;0.25;0.5;10;10;optimal;diagonal;42;success;2;2;3;12;0;0.0017;0.0019;0.0002;0.31;100436
99;10;10;1;0.25;0.5;25;10;random;dijkstra;42;success;2;2;1;1;0;0.0017;0.002;0.0004;0.31;98164
100;10;10;1;0.25;0.5;25;10;random;diagonal;42;success;2;2;3;12;0;0.0017;0.002;0.0002;0.32;100564
101;10;10;1;0.25;0.5;25;10;optimal;dijkstra;42;success;2;2;1;1;0;0.0017;0.0019;0.0001;0.31;100364
102;10;10;1;0.25;0.5;25;10;optimal;diagonal;42;success;2;2;3;12;0;0.0017;0.0019;0.0002;0.32;100324
103;10;10;1;0.25;0.5;50;10;random;dijkstra;42;success;2;2;1;1;0;0.0017;0.0022;0.0008;0.31;100612
104;10;10;1;0.25;0.5;50;10;random;diagonal;42;success;2;2;3;12;0;0.0017;0.0022;0.0002;0.31;100720
105;10;10;1;0.25;0.5;50;10;optimal;dijkstra;42;success;2;2;1;1;0;0.0017;0.0019;0.0001;0.31;100764
106;10;10;1;0.25;0.5;50;10;optimal;diagonal;42;success;2;2;3;12;0;0.0018;0.002;0.0002;0.31;100612
107;10;10;1;0.25;0.75;10;10;random;dijkstra;42;success;3;3;1;1;0;0.0017;0.0018;0.0002;0.31;100460
108;10;10;1;0.25;0.75;10;10;random;diagonal;42;success;3;3;4;17;0;0.0017;0.0019;0.0003;0.31;100484
109;10;10;1;0.25;0.75;10;10;optimal;dijkstra;42;success;3;3;1;1;0;0.0017;0.002;0.0001;0.32;100508
110;10;10;1;0.25;0.75;10;10;optimal;diagonal;42;success;3;3;4;18;0;0.0017;0.002;0.0003;0.32;100448
111;10;10;1;0.25;0.75;25;10;random;dijkstra;42;success;3;3;1;1;0;0.0017;0.002;0.0004;0.34;57328
112;10;10;1;0.25;0.75;25;10;random;diagonal;42;success;3;3;4;17;0;0.0018;0.0021;0.0004;0.33;100404
113;10;10;1;0.25;0.75;25;10;optimal;dijkstra;42;success;3;3;1;1;0;0.0017;0.0019;0.0001;0.30;98528
114;10;10;1;0.25;0.75;25;10;optimal;diagonal;42;success;3;3;4;18;0;0.0018;0.002;0.0003;0.32;98688
115;10;10;1;0.25;0.75;50;10;random;dijkstra;42;success;3;3;1;1;0;0.0016;0.0021;0.0008;0.31;57652
116;10;10;1;0.25;0.75;50;10;random;diagonal;42;success;3;3;4;17;0;0.0017;0.0021;0.0003;0.31;100512
117;10;10;1;0.25;0.75;50;10;optimal;dijkstra;42;success;3;3;1;1;0;0.0017;0.002;0.0001;0.30;80032
118;10;10;1;0.25;0.75;50;10;optimal;diagonal;42;success;3;3;4;18;0;0.0017;0.0019;0.0003;0.31;98400
119;10;10;1;0.25;1;10;10;random;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.0019;0.0002;0.34;100400
120;10;10;1;0.25;1;10;10;random;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.0019;0.0003;0.32;98564
121;10;10;1;0.25;1;10;10;optimal;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.0022;0.0002;0.31;100552
122;10;10;1;0.25;1;10;10;optimal;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.0022;0.0003;0.31;100384
123;10;10;1;0.25;1;25;10;random;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.002;0.0004;0.31;100376
124;10;10;1;0.25;1;25;10;random;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.002;0.0003;0.33;100648
125;10;10;1;0.25;1;25;10;optimal;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.0022;0.0002;0.31;100396
126;10;10;1;0.25;1;25;10;optimal;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.0022;0.0003;0.31;100492
127;10;10;1;0.25;1;50;10;random;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.0021;0.0008;0.31;100500
128;10;10;1;0.25;1;50;10;random;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.0022;0.0003;0.35;100568
129;10;10;1;0.25;1;50;10;optimal;dijkstra;42;success;2;2.8284;1;1;0;0.0017;0.0022;0.0002;0.31;100908
130;10;10;1;0.25;1;50;10;optimal;diagonal;42;success;2;2.8284;3;16;0;0.0017;0.0022;0.0003;0.31;100308
131;10;10;1;0.5;0;10;10;random;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.0019;0.0002;0.31;100656
132;10;10;1;0.5;0;10;10;random;diagonal;42;success;1;1.4142;2;9;0;0.0018;0.0019;0.0002;0.31;100284
133;10;10;1;0.5;0;10;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.0024;0.0002;0.36;100620
134;10;10;1;0.5;0;10;10;optimal;diagonal;42;success;1;1.4142;2;9;0;0.0018;0.0024;0.0002;0.30;100456
135;10;10;1;0.5;0;25;10;random;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.0021;0.0004;0.31;100544
136;10;10;1;0.5;0;25;10;random;diagonal;42;success;1;1.4142;2;9;0;0.0018;0.002;0.0002;0.31;100668
137;10;10;1;0.5;0;25;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.0024;0.0002;0.34;100316
138;10;10;1;0.5;0;25;10;optimal;diagonal;42;success;1;1.4142;2;9;0;0.0018;0.0024;0.0002;0.31;100696
139;10;10;1;0.5;0.25;10;10;random;dijkstra;42;success;5;6.2426;1;1;0;0.0016;0.0018;0.0002;0.31;100308
140;10;10;1;0.5;0.25;10;10;random;diagonal;42;success;5;6.2426;7;25;0;0.0016;0.0018;0.0005;0.31;100892
141;10;10;1;0.5;0.25;10;10;optimal;dijkstra;42;success;5;6.2426;1;1;0;0.0016;0.0018;0.0001;0.31;100432
142;10;10;1;0.5;0.25;10;10;optimal;diagonal;42;success;5;6.2426;7;25;0;0.0016;0.0018;0.0005;0.31;100328
143;10;10;1;0.5;0.25;25;10;random;dijkstra;42;success;5;6.2426;1;1;0;0.0016;0.0019;0.0004;0.31;100580
144;10;10;1;0.5;0.25;25;10;random;diagonal;42;success;5;6.2426;7;25;0;0.0016;0.0019;0.0005;0.32;100504
145;10;10;1;0.5;0.25;25;10;optimal;dijkstra;42;success;5;6.2426;1;1;0;0.0016;0.0018;0.0001;0.31;100644
146;10;10;1;0.5;0.25;25;10;optimal;diagonal;42;success;5;6.2426;7;25;0;0.0028;0.003;0.0008;0.37;100472
147;10;10;1;0.5;0.5;10;10;random;dijkstra;42;failure;0;0;214;214;0;0.0026;0.0029;0.017;0.44;100524
148;10;10;1;0.5;0.5;10;10;random;diagonal;42;failure;0;0;214;214;0;0.0016;0.0017;0.0129;0.32;100448
149;10;10;1;0.5;0.5;10;10;optimal;dijkstra;42;failure;0;0;185;185;0;0.0015;0.0017;0.009;0.32;100916
150;10;10;1;0.5;0.5;10;10;optimal;diagonal;42;failure;0;0;185;185;0;0.0015;0.0017;0.0118;0.32;100588
151;10;10;1;0.5;0.5;10;25;random;dijkstra;42;failure;0;0;694;694;0;0.0015;0.0017;0.0392;0.35;101120
152;10;10;1;0.5;0.5;10;25;random;diagonal;42;failure;0;0;694;694;0;0.0015;0.0017;0.051;0.36;100688
153;10;10;1;0.5;0.5;10;25;optimal;dijkstra;42;failure;0;0;620;620;0;0.0016;0.0018;0.0357;0.37;101052
154;10;10;1;0.5;0.5;10;25;optimal;diagonal;42;failure;0;0;620;620;0;0.0016;0.0017;0.0463;0.35;99060
155;10;10;1;0.5;0.5;25;10;random;dijkstra;42;failure;0;0;214;214;0;0.0016;0.0019;0.0098;0.32;98572
156;10;10;1;0.5;0.5;25;10;random;diagonal;42;failure;0;0;214;214;0;0.0015;0.0018;0.0128;0.32;100512
157;10;10;1;0.5;0.5;25;10;optimal;dijkstra;42;failure;0;0;185;185;0;0.0015;0.0017;0.0092;0.32;100776
158;10;10;1;0.5;0.5;25;10;optimal;diagonal;42;failure;0;0;185;185;0;0.0016;0.0017;0.0119;0.33;100612
159;10;10;1;0.5;0.5;25;25;random;dijkstra;42;failure;0;0;694;694;0;0.0027;0.0031;0.0413;0.41;101160
160;10;10;1;0.5;0.5;25;25;random;diagonal;42;failure;0;0;694;694;0;0.0015;0.0018;0.0468;0.36;100852
161;10;10;1;0.5;0.5;25;25;optimal;dijkstra;42;failure;0;0;620;620;0;0.0015;0.0017;0.0361;0.35;101052
162;10;10;1;0.5;0.5;25;25;optimal;diagonal;42;failure;0;0;620;620;0;0.0015;0.0017;0.0469;0.36;100860
163;10;10;1;0.5;0.75;10;10;random;dijkstra;42;success;2;2;11;37;0;0.0027;0.003;0.0044;0.38;98420
164;10;10;1;0.5;0.75;10;10;random;diagonal;42;success;2;2;3;18;0;0.0016;0.0018;0.0003;0.30;100724
165;10;10;1;0.5;0.75;10;10;optimal;dijkstra;42;success;2;2;1;1;0;0.0017;0.002;0.0001;0.31;98808
166;10;10;1;0.5;0.75;10;10;optimal;diagonal;42;success;2;2;3;18;0;0.0016;0.0018;0.0003;0.31;100444
167;10;10;1;0.5;0.75;25;10;random;dijkstra;42;success;2;2;11;37;0;0.0016;0.0019;0.0025;0.31;100380
168;10;10;1;0.5;0.75;25;10;random;diagonal;42;success;2;2;3;18;0;0.0016;0.0018;0.0003;0.32;100436
169;10;10;1;0.5;0.75;25;10;optimal;dijkstra;42;success;2;2;1;1;0;0.0016;0.0019;0.0001;0.32;100336
170;10;10;1;0.5;0.75;25;10;optimal;diagonal;42;success;2;2;3;18;0;0.0016;0.0018;0.0003;0.30;100276
171;10;10;1;0.5;1;10;10;random;dijkstra;42;success;4;4;1;1;0;0.0026;0.0028;0.0002;0.37;100232
172;10;10;1;0.5;1;10;10;random;diagonal;42;success;4;4;5;37;0;0.0016;0.0017;0.0006;0.31;100624
173;10;10;1;0.5;1;10;10;optimal;dijkstra;42;success;4;4;1;1;0;0.0016;0.0018;0.0001;0.32;100296
174;10;10;1;0.5;1;10;10;optimal;diagonal;42;success;4;4;5;35;0;0.0016;0.0018;0.0006;0.31;100532
175;10;10;1;0.5;1;25;10;random;dijkstra;42;success;4;4;1;1;0;0.0016;0.0019;0.0004;0.31;100316
176;10;10;1;0.5;1;25;10;random;diagonal;42;success;4;4;5;37;0;0.0016;0.0019;0.0006;0.31;100568
177;10;10;1;0.5;1;25;10;optimal;dijkstra;42;success;4;4;1;1;0;0.0016;0.0018;0.0001;0.31;100448
178;10;10;1;0.5;1;25;10;optimal;diagonal;42;success;4;4;5;35;0;0.0016;0.0018;0.0006;0.31;98428
179;10;10;1;0.75;0;10;10;random;dijkstra;42;failure;0;0;62;62;0;0.0018;0.002;0.002;0.31;100528
180;10;10;1;0.75;0;10;10;random;diagonal;42;failure;0;0;62;62;0;0.0018;0.002;0.0024;0.31;100560
181;10;10;1;0.75;0;10;10;optimal;dijkstra;42;failure;0;0;40;40;0;0.0031;0.0037;0.0022;0.34;100552
182;10;10;1;0.75;0;10;10;optimal;diagonal;42;failure;0;0;40;40;0;0.0018;0.0023;0.0016;0.31;100504
183;10;10;1;0.75;0.25;10;10;random;dijkstra;42;success;0;0;1;1;0;0.0017;0.0019;0.0;0.31;100612
184;10;10;1;0.75;0.25;10;10;random;diagonal;42;success;0;0;1;1;0;0.0017;0.0019;0.0;0.31;100548
185;10;10;1;0.75;0.25;10;10;optimal;dijkstra;42;success;0;0;1;1;0;0.0018;0.0028;0.0;0.34;100480
186;10;10;1;0.75;0.25;10;10;optimal;diagonal;42;success;0;0;1;1;0;0.0017;0.0028;0.0;0.31;100484
187;10;10;1;0.75;0.5;10;10;random;dijkstra;42;failure;0;0;49;49;0;0.0015;0.0017;0.0017;0.31;100712
188;10;10;1;0.75;0.5;10;10;random;diagonal;42;failure;0;0;49;49;0;0.0015;0.0017;0.0019;0.32;100496
189;10;10;1;0.75;0.5;10;10;optimal;dijkstra;42;failure;0;0;49;49;0;0.0015;0.0017;0.0017;0.31;100152
190;10;10;1;0.75;0.5;10;10;optimal;diagonal;42;failure;0;0;49;49;0;0.0015;0.0017;0.0021;0.31;98384
191;10;10;1;0.75;0.75;10;10;random;dijkstra;42;success;3;3.8284;1;1;0;0.0015;0.0016;0.0002;0.31;100540
192;10;10;1;0.75;0.75;10;10;random;diagonal;42;success;3;3.8284;4;11;0;0.0014;0.0016;0.0002;0.31;100728
193;10;10;1;0.75;0.75;10;10;optimal;dijkstra;42;success;3;3.8284;1;1;0;0.0014;0.0015;0.0001;0.31;98664
194;10;10;1;0.75;0.75;10;10;optimal;diagonal;42;success;3;3.8284;4;11;0;0.0014;0.0015;0.0002;0.31;100492
195;10;10;1;0.75;1;10;10;random;dijkstra;42;failure;0;0;332;332;0;0.0016;0.0018;0.0194;0.33;100596
196;10;10;1;0.75;1;10;10;random;diagonal;42;failure;0;0;332;332;0;0.0016;0.0018;0.0278;0.34;100596
197;10;10;1;0.75;1;10;10;optimal;dijkstra;42;failure;0;0;332;332;0;0.0016;0.0019;0.0201;0.33;100508
198;10;10;1;0.75;1;10;10;optimal;diagonal;42;failure;0;0;332;332;0;0.0016;0.0018;0.0289;0.34;100548
199;10;10;2;0;0;10;10;random;dijkstra;42;success;1;1.4142;1;1;0;0.0019;0.0023;0.0003;0.31;98200
200;10;10;2;0;0;10;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0022;0.0003;0.33;100176
201;10;10;2;0;0;10;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0019;0.0031;0.0001;0.32;100296
202;10;10;2;0;0;10;10;optimal;diagonal;42;success;1;1.4142;2;9;0;0.0019;0.003;0.0003;0.32;57356
203;10;10;2;0;0;25;10;random;dijkstra;42;success;1;1.4142;5;25;0;0.0019;0.0027;0.0027;0.33;100192
204;10;10;2;0;0;25;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0028;0.0003;0.32;87800
205;10;10;2;0;0;25;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.003;0.0001;0.32;100132
206;10;10;2;0;0;25;10;optimal;diagonal;42;success;1;1.4142;2;9;0;0.0019;0.0031;0.0003;0.33;100140
207;10;10;2;0;0;50;10;random;dijkstra;42;success;1;1.4142;5;25;0;0.0018;0.0041;0.0025;0.31;98460
208;10;10;2;0;0;50;10;random;diagonal;42;success;1;1.4142;2;10;0;0.0019;0.0042;0.0003;0.34;100400
209;10;10;2;0;0;50;10;optimal;dijkstra;42;success;1;1.4142;1;1;0;0.0018;0.003;0.0001;0.31;100112
210;10;10;2;0;0;50;10;optimal;diagonal;42;success;1;1.4142;2;9;0;0.0019;0.003;0.0003;0.33;100180
211;10;10;2;0.25;0;10;10;random;dijkstra;42;success;7;8.6569;21;86;0;0.0017;0.0021;0.0058;0.31;100300
212;10;10;2;0.25;0;10;10;random;diagonal;42;success;7;8.6569;22;82;0;0.0018;0.0021;0.0047;0.31;100476
213;10;10;2;0.25;0;10;10;optimal;dijkstra;42;success;6;8.0711;3;12;0;0.0017;0.0027;0.0007;0.31;100292
214;10;10;2;0.25;0;10;10;optimal;diagonal;42;success;6;8.0711;9;45;0;0.0018;0.0028;0.0017;0.32;100424
215;10;10;2;0.25;0;25;10;random;dijkstra;42;success;6;8.0711;1;1;0;0.0018;0.0027;0.0008;0.36;57576
