id;width;height;num_agents;obstacle_ratio;conglomeration_ratio;agent_path_length;max_length;agent_generator;h;seed;status;solution_length;solution_cost;closed_states;inserted_states;waits;grid_gen_time;agents_gen_time;resolution_time;process_time;memory
9159;10;60;3;0.5;0.75;25;10;optimal;dijkstra;42;timeout;0;0;0;0;0;0;0;0;1.31;101828
9160;10;60;3;0.5;0.75;25;10;optimal;diagonal;42;timeout;0;0;0;0;0;0;0;0;1.31;99544
9161;10;60;3;0.5;0.75;50;10;random;dijkstra;42;failure;0;0;489;489;0;0.0082;0.0117;0.069;0.40;100928
9162;10;60;3;0.5;0.75;50;10;random;diagonal;42;failure;0;0;489;489;0;0.0083;0.0118;0.0927;0.41;100864
9163;10;60;3;0.5;0.75;50;10;optimal;dijkstra;42;timeout;0;0;0;0;0;0;0;0;1.32;103684
9164;10;60;3;0.5;0.75;50;10;optimal;diagonal;42;timeout;0;0;0;0;0;0;0;0;1.32;103616
9165;10;60;3;0.5;0.75;100;10;random;dijkstra;42;failure;0;0;489;489;0;0.0082;0.015;0.0694;0.40;101272
9166;10;60;3;0.5;0.75;100;10;random;diagonal;42;failure;0;0;489;489;0;0.0082;0.015;0.0921;0.42;101228
9167;10;60;3;0.5;0.75;100;10;optimal;dijkstra;42;timeout;0;0;0;0;0;0;0;0;1.31;106364
9168;10;60;3;0.5;0.75;100;10;optimal;diagonal;42;timeout;0;0;0;0;0;0;0;0;1.31;106164
9169;10;60;3;0.5;1;10;10;random;dijkstra;42;success;6;6.8284;1;1;0;0.0108;0.0115;0.0004;0.33;100864
9170;10;60;3;0.5;1;10;10;random;diagonal;42;success;6;6.8284;7;55;0;0.0108;0.0116;0.0024;0.35;101068
9171;10;60;3;0.5;1;10;10;optimal;dijkstra;42;success;6;6.8284;1;1;0;0.0109;0.5329;0.0003;0.88;99652
9172;10;60;3;0.5;1;10;10;optimal;diagonal;42;success;6;6.8284;7;55;0;0.0108;0.5301;0.0024;0.84;99372
9173;10;60;3;0.5;1;25;10;random;dijkstra;42;success;6;6.8284;1;1;0;0.0109;0.0126;0.0011;0.33;101208
9174;10;60;3;0.5;1;25;10;random;diagonal;42;success;6;6.8284;7;55;0;0.0109;0.0127;0.0024;0.33;101112
9175;10;60;3;0.5;1;25;10;optimal;dijkstra;42;success;6;6.8284;1;1;0;0.0108;0.0187;0.001;0.33;101256
9176;10;60;3;0.5;1;25;10;optimal;diagonal;42;success;6;6.8284;7;53;0;0.0107;0.0186;0.0023;0.33;100992
9177;10;60;3;0.5;1;50;10;random;dijkstra;42;success;6;6.8284;2;10;0;0.0108;0.0142;0.0028;0.33;100944
9178;10;60;3;0.5;1;50;10;random;diagonal;42;success;6;6.8284;12;68;0;0.0108;0.0144;0.0044;0.34;101152
9179;10;60;3;0.5;1;50;10;optimal;dijkstra;42;success;6;6.8284;1;1;0;0.0109;0.0189;0.0011;0.34;101284
9180;10;60;3;0.5;1;50;10;optimal;diagonal;42;success;6;6.8284;7;53;0;0.0107;0.0186;0.0024;0.34;101136
9181;10;60;3;0.5;1;100;10;random;dijkstra;42;success;6;6.8284;20;95;0;0.0111;0.018;0.0505;0.40;101040
9182;10;60;3;0.5;1;100;10;random;diagonal;42;success;6;6.8284;7;55;0;0.0107;0.0175;0.0024;0.33;100948
9183;10;60;3;0.5;1;100;10;optimal;dijkstra;42;success;6;6.8284;1;1;0;0.0181;0.0312;0.0011;0.37;101360
9184;10;60;3;0.5;1;100;10;optimal;diagonal;42;success;6;6.8284;7;53;0;0.0108;0.0187;0.0024;0.34;101124
9185;10;60;3;0.75;0;10;10;random;dijkstra;42;failure;0;0;40;40;0;0.0104;0.0112;0.0036;0.35;100564
9186;10;60;3;0.75;0;10;10;random;diagonal;42;failure;0;0;40;40;0;0.0104;0.0112;0.0051;0.32;100724
9187;10;60;3;0.75;0;10;10;optimal;dijkstra;42;failure;0;0;40;40;0;0.0165;0.5349;0.0039;0.86;100372
9188;10;60;3;0.75;0;10;10;optimal;diagonal;42;failure;0;0;40;40;0;0.0105;0.5143;0.0054;0.83;100604
9189;10;60;3;0.75;0;10;25;random;dijkstra;42;failure;0;0;100;100;0;0.0104;0.0113;0.0103;0.33;100616
9190;10;60;3;0.75;0;10;25;random;diagonal;42;failure;0;0;100;100;0;0.0105;0.0114;0.0141;0.33;100460
9191;10;60;3;0.75;0;10;25;optimal;dijkstra;42;failure;0;0;100;100;0;0.0106;0.6585;0.0197;1.00;100608
9192;10;60;3;0.75;0;10;25;optimal;diagonal;42;failure;0;0;100;100;0;0.0105;0.5206;0.0143;0.85;100664
9193;10;60;3;0.75;0;10;50;random;dijkstra;42;failure;0;0;200;200;0;0.0103;0.0112;0.0219;0.34;100492
9194;10;60;3;0.75;0;10;50;random;diagonal;42;failure;0;0;200;200;0;0.0104;0.0113;0.0287;0.37;100464
9195;10;60;3;0.75;0;10;50;optimal;dijkstra;42;failure;0;0;200;200;0;0.0103;0.5085;0.0218;0.84;98476
9196;10;60;3;0.75;0;10;50;optimal;diagonal;42;failure;0;0;200;200;0;0.0106;0.514;0.0296;0.86;98608
9197;10;60;3;0.75;0;10;100;random;dijkstra;42;failure;0;0;400;400;0;0.0105;0.0113;0.0464;0.37;100876
9198;10;60;3;0.75;0;10;100;random;diagonal;42;failure;0;0;400;400;0;0.0105;0.0113;0.0593;0.38;100712
9199;10;60;3;0.75;0;10;100;optimal;dijkstra;42;failure;0;0;400;400;0;0.0104;0.5066;0.0452;0.86;100872
9200;10;60;3;0.75;0;10;100;optimal;diagonal;42;failure;0;0;400;400;0;0.0102;0.5106;0.0816;0.91;100732
9201;10;60;3;0.75;0;25;10;random;dijkstra;42;failure;0;0;40;40;0;0.0104;0.0122;0.0036;0.32;100152
9202;10;60;3;0.75;0;25;10;random;diagonal;42;failure;0;0;40;40;0;0.0103;0.0122;0.0049;0.32;100556
9203;10;60;3;0.75;0;25;10;optimal;dijkstra;42;timeout;0;0;0;0;0;0;0;0;1.31;100804
9204;10;60;3;0.75;0;25;10;optimal;diagonal;42;timeout;0;0;0;0;0;0;0;0;1.31;100792
9205;10;60;3;0.75;0;50;10;random;dijkstra;42;failure;0;0;40;40;0;0.0179;0.0234;0.0059;0.36;100296
9206;10;60;3;0.75;0;50;10;random;diagonal;42;failure;0;0;40;40;0;0.0106;0.0141;0.0049;0.33;100304
9207;10;60;3;0.75;0;50;10;optimal;dijkstra;42;timeout;0;0;0;0;0;0;0;0;1.30;100932
9208;10;60;3;0.75;0;50;10;optimal;diagonal;42;timeout;0;0;0;0;0;0;0;0;1.31;100876
9209;10;60;3;0.75;0;100;10;random;dijkstra;42;failure;0;0;40;40;0;0.0104;0.0171;0.0037;0.33;100468
9210;10;60;3;0.75;0;100;10;random;diagonal;42;failure;0;0;40;40;0;0.0102;0.017;0.005;0.33;100608
9211;10;60;3;0.75;0;100;10;optimal;dijkstra;42;timeout;0;0;0;0;0;0;0;0;1.31;101368
9212;10;60;3;0.75;0;100;10;optimal;diagonal;42;timeout;0;0;0;0;0;0;0;0;1.31;101452
9213;10;60;3;0.75;0.25;10;10;random;dijkstra;42;failure;0;0;48;48;0;0.0096;0.0103;0.0043;0.32;100440
9214;10;60;3;0.75;0.25;10;10;random;diagonal;42;failure;0;0;48;48;0;0.0097;0.0104;0.0055;0.32;100412
9215;10;60;3;0.75;0.25;10;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0096;0.0508;0.0;0.36;100508
9216;10;60;3;0.75;0.25;10;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.0509;0.0;0.36;100328
9217;10;60;3;0.75;0.25;10;25;random;dijkstra;42;failure;0;0;123;123;0;0.0096;0.0103;0.0125;0.33;100540
9218;10;60;3;0.75;0.25;10;25;random;diagonal;42;failure;0;0;123;123;0;0.0096;0.0103;0.016;0.33;100712
9219;10;60;3;0.75;0.25;10;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0098;0.0515;0.0;0.36;100356
9220;10;60;3;0.75;0.25;10;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0095;0.0508;0.0;0.36;100240
9221;10;60;3;0.75;0.25;10;50;random;dijkstra;42;failure;0;0;248;248;0;0.0094;0.0102;0.0264;0.34;100544
9222;10;60;3;0.75;0.25;10;50;random;diagonal;42;failure;0;0;248;248;0;0.0098;0.0106;0.0337;0.35;100368
9223;10;60;3;0.75;0.25;10;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0096;0.0507;0.0;0.36;100644
9224;10;60;3;0.75;0.25;10;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.0507;0.0;0.36;100356
9225;10;60;3;0.75;0.25;10;100;random;dijkstra;42;failure;0;0;498;498;0;0.0097;0.0105;0.0564;0.39;100824
9226;10;60;3;0.75;0.25;10;100;random;diagonal;42;failure;0;0;498;498;0;0.0097;0.0104;0.0683;0.41;100752
9227;10;60;3;0.75;0.25;10;100;optimal;dijkstra;42;failure;0;0;0;0;0;0.0095;0.0507;0.0;0.36;98372
9228;10;60;3;0.75;0.25;10;100;optimal;diagonal;42;failure;0;0;0;0;0;0.0097;0.0579;0.0;0.39;100724
9229;10;60;3;0.75;0.25;25;10;random;dijkstra;42;failure;0;0;48;48;0;0.0188;0.0222;0.008;0.45;96748
9230;10;60;3;0.75;0.25;25;10;random;diagonal;42;failure;0;0;48;48;0;0.0096;0.0114;0.0054;0.32;100356
9231;10;60;3;0.75;0.25;25;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0094;0.1489;0.0;0.46;100892
9232;10;60;3;0.75;0.25;25;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.1511;0.0;0.46;100744
9233;10;60;3;0.75;0.25;25;25;random;dijkstra;42;failure;0;0;123;123;0;0.0095;0.0113;0.0119;0.33;100296
9234;10;60;3;0.75;0.25;25;25;random;diagonal;42;failure;0;0;123;123;0;0.0096;0.0114;0.0152;0.34;100344
9235;10;60;3;0.75;0.25;25;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0097;0.1505;0.0;0.46;98920
9236;10;60;3;0.75;0.25;25;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.1501;0.0;0.45;100572
9237;10;60;3;0.75;0.25;25;50;random;dijkstra;42;failure;0;0;248;248;0;0.0097;0.0114;0.026;0.34;100364
9238;10;60;3;0.75;0.25;25;50;random;diagonal;42;failure;0;0;248;248;0;0.0095;0.0113;0.0324;0.35;98532
9239;10;60;3;0.75;0.25;25;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0095;0.1492;0.0;0.46;100576
9240;10;60;3;0.75;0.25;25;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.1508;0.0;0.46;100864
9241;10;60;3;0.75;0.25;25;100;random;dijkstra;42;failure;0;0;498;498;0;0.0095;0.0114;0.0569;0.39;100624
9242;10;60;3;0.75;0.25;25;100;random;diagonal;42;failure;0;0;498;498;0;0.0186;0.0222;0.1306;0.59;80520
9243;10;60;3;0.75;0.25;25;100;optimal;dijkstra;42;failure;0;0;0;0;0;0.0097;0.1491;0.0;0.46;100564
9244;10;60;3;0.75;0.25;25;100;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.1537;0.0;0.47;100768
9245;10;60;3;0.75;0.25;50;10;random;dijkstra;42;failure;0;0;48;48;0;0.0096;0.0131;0.0043;0.33;100344
9246;10;60;3;0.75;0.25;50;10;random;diagonal;42;failure;0;0;48;48;0;0.0098;0.0132;0.0055;0.32;100520
9247;10;60;3;0.75;0.25;50;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0096;0.3344;0.0;0.64;101572
9248;10;60;3;0.75;0.25;50;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0096;0.3376;0.0;0.64;101272
9249;10;60;3;0.75;0.25;50;25;random;dijkstra;42;failure;0;0;123;123;0;0.0171;0.0233;0.0213;0.38;96392
9250;10;60;3;0.75;0.25;50;25;random;diagonal;42;failure;0;0;123;123;0;0.0098;0.0133;0.0151;0.33;100600
9251;10;60;3;0.75;0.25;50;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0096;0.3321;0.0;0.64;101488
9252;10;60;3;0.75;0.25;50;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0097;0.3571;0.0;0.68;101496
9253;10;60;3;0.75;0.25;50;50;random;dijkstra;42;failure;0;0;248;248;0;0.0096;0.0131;0.0249;0.34;100392
9254;10;60;3;0.75;0.25;50;50;random;diagonal;42;failure;0;0;248;248;0;0.0152;0.0207;0.0384;0.43;100620
9255;10;60;3;0.75;0.25;50;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0096;0.3537;0.0;0.67;101252
9256;10;60;3;0.75;0.25;50;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0095;0.3347;0.0;0.64;101136
9257;10;60;3;0.75;0.25;50;100;random;dijkstra;42;failure;0;0;498;498;0;0.0096;0.013;0.0557;0.37;100780
9258;10;60;3;0.75;0.25;50;100;random;diagonal;42;failure;0;0;498;498;0;0.0095;0.013;0.0664;0.39;100632
9259;10;60;3;0.75;0.25;50;100;optimal;dijkstra;42;failure;0;0;0;0;0;0.0099;0.3373;0.0;0.65;101536
9260;10;60;3;0.75;0.25;50;100;optimal;diagonal;42;failure;0;0;0;0;0;0.0097;0.3347;0.0;0.64;101524
9261;10;60;3;0.75;0.25;100;10;random;dijkstra;42;failure;0;0;48;48;0;0.0096;0.0163;0.0043;0.33;100504
9262;10;60;3;0.75;0.25;100;10;random;diagonal;42;failure;0;0;48;48;0;0.0095;0.0163;0.0054;0.33;98320
9263;10;60;3;0.75;0.25;100;10;optimal;dijkstra;42;failure;0;0;0;0;0;0.0097;0.7796;0.0;1.09;102156
9264;10;60;3;0.75;0.25;100;10;optimal;diagonal;42;failure;0;0;0;0;0;0.0095;0.9631;0.0;1.27;102076
9265;10;60;3;0.75;0.25;100;25;random;dijkstra;42;failure;0;0;123;123;0;0.0096;0.0164;0.0118;0.33;98544
9266;10;60;3;0.75;0.25;100;25;random;diagonal;42;failure;0;0;123;123;0;0.0096;0.0164;0.0146;0.34;100572
9267;10;60;3;0.75;0.25;100;25;optimal;dijkstra;42;failure;0;0;0;0;0;0.0095;0.7863;0.0;1.10;102260
9268;10;60;3;0.75;0.25;100;25;optimal;diagonal;42;failure;0;0;0;0;0;0.0097;0.7973;0.0;1.11;101960
9269;10;60;3;0.75;0.25;100;50;random;dijkstra;42;failure;0;0;248;248;0;0.0095;0.0163;0.0251;0.35;101732
9270;10;60;3;0.75;0.25;100;50;random;diagonal;42;failure;0;0;248;248;0;0.0094;0.0162;0.0311;0.35;98468
9271;10;60;3;0.75;0.25;100;50;optimal;dijkstra;42;failure;0;0;0;0;0;0.0095;0.7796;0.0;1.09;102012
9272;10;60;3;0.75;0.25;100;50;optimal;diagonal;42;failure;0;0;0;0;0;0.0099;0.8369;0.0;1.17;102156
9273;10;60;3;0.75;0.25;100;100;random;dijkstra;42;failure;0;0;498;498;0;0.0098;0.0167;0.0733;0.43;100708
9274;10;60;3;0.75;0.25;100;100;random;diagonal;42;failure;0;0;498;498;0;0.0096;0.0164;0.0631;0.39;100808
9275;10;60;3;0.75;0.25;100;100;optimal;dijkstra;42;failure;0;0;0;0;0;0.0096;0.7797;0.0;1.09;101988
9276;10;60;3;0.75;0.25;100;100;optimal;diagonal;42;failure;0;0;0;0;0;0.0095;0.7882;0.0;1.10;102008
9277;10;60;3;0.75;0.5;10;10;random;dijkstra;42;failure;0;0;11;11;0;0.0087;0.0096;0.0005;0.32;100300
9278;10;60;3;0.75;0.5;10;10;random;diagonal;42;failure;0;0;11;11;0;0.0087;0.0096;0.0004;0.32;100512
9279;10;60;3;0.75;0.5;10;10;optimal;dijkstra;42;failure;0;0;11;11;0;0.0086;0.0712;0.0005;0.38;100344
9280;10;60;3;0.75;0.5;10;10;optimal;diagonal;42;failure;0;0;11;11;0;0.0087;0.0708;0.0005;0.38;100808
9281;10;60;3;0.75;0.5;10;25;random;dijkstra;42;failure;0;0;26;26;0;0.0086;0.0094;0.0012;0.32;101940
9282;10;60;3;0.75;0.5;10;25;random;diagonal;42;failure;0;0;26;26;0;0.0088;0.0097;0.0011;0.33;100404
9283;10;60;3;0.75;0.5;10;25;optimal;dijkstra;42;failure;0;0;26;26;0;0.0086;0.0701;0.0012;0.38;100732
9284;10;60;3;0.75;0.5;10;25;optimal;diagonal;42;failure;0;0;26;26;0;0.0087;0.0718;0.0012;0.41;100568
9285;10;60;3;0.75;0.5;10;50;random;dijkstra;42;failure;0;0;51;51;0;0.0087;0.0096;0.0024;0.32;100292
9286;10;60;3;0.75;0.5;10;50;random;diagonal;42;failure;0;0;51;51;0;0.0086;0.0095;0.0024;0.32;100496
9287;10;60;3;0.75;0.5;10;50;optimal;dijkstra;42;failure;0;0;51;51;0;0.0086;0.0704;0.0024;0.38;100332
9288;10;60;3;0.75;0.5;10;50;optimal;diagonal;42;failure;0;0;51;51;0;0.0086;0.0707;0.0023;0.38;100536
9289;10;60;3;0.75;0.5;10;100;random;dijkstra;42;failure;0;0;101;101;0;0.0085;0.0094;0.0048;0.33;100796
9290;10;60;3;0.75;0.5;10;100;random;diagonal;42;failure;0;0;101;101;0;0.0084;0.0093;0.0045;0.32;100764
9291;10;60;3;0.75;0.5;10;100;optimal;dijkstra;42;failure;0;0;101;101;0;0.0086;0.0718;0.0048;0.38;100600
9292;10;60;3;0.75;0.5;10;100;optimal;diagonal;42;failure;0;0;101;101;0;0.0085;0.0704;0.0046;0.38;100528
9293;10;60;3;0.75;0.5;25;10;random;dijkstra;42;failure;0;0;11;11;0;0.0086;0.0105;0.0005;0.32;100380
9294;10;60;3;0.75;0.5;25;10;random;diagonal;42;failure;0;0;11;11;0;0.0088;0.0106;0.0004;0.32;100436
9295;10;60;3;0.75;0.5;25;10;optimal;dijkstra;42;failure;0;0;11;11;0;0.0086;0.1979;0.0005;0.51;100420
9296;10;60;3;0.75;0.5;25;10;optimal;diagonal;42;failure;0;0;11;11;0;0.0087;0.2004;0.0005;0.51;101024
9297;10;60;3;0.75;0.5;25;25;random;dijkstra;42;failure;0;0;26;26;0;0.0086;0.0106;0.0011;0.32;98544
9298;10;60;3;0.75;0.5;25;25;random;diagonal;42;failure;0;0;26;26;0;0.0136;0.0166;0.0018;0.35;100732
9299;10;60;3;0.75;0.5;25;25;optimal;dijkstra;42;failure;0;0;26;26;0;0.0088;0.1983;0.0012;0.51;100776
9300;10;60;3;0.75;0.5;25;25;optimal;diagonal;42;failure;0;0;26;26;0;0.0087;0.1971;0.0012;0.53;101020
9301;10;60;3;0.75;0.5;25;50;random;dijkstra;42;failure;0;0;51;51;0;0.0086;0.0106;0.0023;0.32;100672
9302;10;60;3;0.75;0.5;25;50;random;diagonal;42;failure;0;0;51;51;0;0.0087;0.0105;0.0022;0.35;100780
9303;10;60;3;0.75;0.5;25;50;optimal;dijkstra;42;failure;0;0;51;51;0;0.0086;0.1995;0.0024;0.51;101032
9304;10;60;3;0.75;0.5;25;50;optimal;diagonal;42;failure;0;0;51;51;0;0.0086;0.3099;0.0042;0.64;100528
9305;10;60;3;0.75;0.5;25;100;random;dijkstra;42;failure;0;0;101;101;0;0.0086;0.0105;0.0047;0.35;100308
9306;10;60;3;0.75;0.5;25;100;random;diagonal;42;failure;0;0;101;101;0;0.0087;0.0106;0.0046;0.32;100668
9307;10;60;3;0.75;0.5;25;100;optimal;dijkstra;42;failure;0;0;101;101;0;0.0087;0.202;0.0048;0.52;100892
9308;10;60;3;0.75;0.5;25;100;optimal;diagonal;42;failure;0;0;101;101;0;0.0087;0.1955;0.0046;0.51;101040
9309;10;60;3;0.75;0.5;50;10;random;dijkstra;42;failure;0;0;11;11;0;0.0086;0.0121;0.0005;0.32;100368
9310;10;60;3;0.75;0.5;50;10;random;diagonal;42;failure;0;0;11;11;0;0.0086;0.0121;0.0005;0.32;100152
9311;10;60;3;0.75;0.5;50;10;optimal;dijkstra;42;failure;0;0;11;11;0;0.0086;0.4203;0.0005;0.73;98872
9312;10;60;3;0.75;0.5;50;10;optimal;diagonal;42;failure;0;0;11;11;0;0.0086;0.4317;0.0005;0.75;100928
9313;10;60;3;0.75;0.5;50;25;random;dijkstra;42;failure;0;0;26;26;0;0.0086;0.0121;0.0011;0.33;57332
9314;10;60;3;0.75;0.5;50;25;random;diagonal;42;failure;0;0;26;26;0;0.0087;0.0122;0.0011;0.32;100660
9315;10;60;3;0.75;0.5;50;25;optimal;dijkstra;42;failure;0;0;26;26;0;0.0086;0.4168;0.0012;0.72;100888
9316;10;60;3;0.75;0.5;50;25;optimal;diagonal;42;failure;0;0;26;26;0;0.0087;0.4205;0.0012;0.73;100912
9317;10;60;3;0.75;0.5;50;50;random;dijkstra;42;failure;0;0;51;51;0;0.0086;0.0121;0.0022;0.33;100508
9318;10;60;3;0.75;0.5;50;50;random;diagonal;42;failure;0;0;51;51;0;0.0086;0.0122;0.0022;0.32;100552
9319;10;60;3;0.75;0.5;50;50;optimal;dijkstra;42;failure;0;0;51;51;0;0.0085;0.4108;0.0023;0.72;100844
9320;10;60;3;0.75;0.5;50;50;optimal;diagonal;42;failure;0;0;51;51;0;0.0087;0.4156;0.0023;0.73;100888
9321;10;60;3;0.75;0.5;50;100;random;dijkstra;42;failure;0;0;101;101;0;0.0086;0.0121;0.0047;0.33;100512
9322;10;60;3;0.75;0.5;50;100;random;diagonal;42;failure;0;0;101;101;0;0.0087;0.0124;0.0045;0.33;100704
9323;10;60;3;0.75;0.5;50;100;optimal;dijkstra;42;failure;0;0;101;101;0;0.0086;0.4435;0.0047;0.76;100944
9324;10;60;3;0.75;0.5;50;100;optimal;diagonal;42;failure;0;0;101;101;0;0.0088;0.439;0.0046;0.75;101284
9325;10;60;3;0.75;0.5;100;10;random;dijkstra;42;failure;0;0;11;11;0;0.0086;0.0154;0.0005;0.33;101292
9326;10;60;3;0.75;0.5;100;10;random;diagonal;42;failure;0;0;11;11;0;0.0086;0.0156;0.0005;0.33;57552
9327;10;60;3;0.75;0.5;100;10;optimal;dijkstra;42;failure;0;0;11;11;0;0.0085;0.9024;0.0005;1.21;101656
9328;10;60;3;0.75;0.5;100;10;optimal;diagonal;42;failure;0;0;11;11;0;0.0117;0.9177;0.0005;1.24;101376
9329;10;60;3;0.75;0.5;100;25;random;dijkstra;42;failure;0;0;26;26;0;0.0086;0.0155;0.0011;0.32;98656
9330;10;60;3;0.75;0.5;100;25;random;diagonal;42;failure;0;0;26;26;0;0.0087;0.0156;0.0011;0.33;100780
9331;10;60;3;0.75;0.5;100;25;optimal;dijkstra;42;failure;0;0;26;26;0;0.0094;0.9379;0.0012;1.25;101956
9332;10;60;3;0.75;0.5;100;25;optimal;diagonal;42;failure;0;0;26;26;0;0.0087;0.8894;0.0012;1.20;101436
9333;10;60;3;0.75;0.5;100;50;random;dijkstra;42;failure;0;0;51;51;0;0.0086;0.0155;0.0022;0.33;100828
9334;10;60;3;0.75;0.5;100;50;random;diagonal;42;failure;0;0;51;51;0;0.0086;0.0155;0.0021;0.33;100156
9335;10;60;3;0.75;0.5;100;50;optimal;dijkstra;42;failure;0;0;51;51;0;0.0086;0.9165;0.0024;1.23;101604
9336;10;60;3;0.75;0.5;100;50;optimal;diagonal;42;failure;0;0;51;51;0;0.0086;0.9007;0.0024;1.21;101780
9337;10;60;3;0.75;0.5;100;100;random;dijkstra;42;failure;0;0;101;101;0;0.0086;0.0155;0.0045;0.32;100204
9338;10;60;3;0.75;0.5;100;100;random;diagonal;42;failure;0;0;101;101;0;0.0086;0.0154;0.0044;0.32;100300
9339;10;60;3;0.75;0.5;100;100;optimal;dijkstra;42;failure;0;0;101;101;0;0.0086;0.8777;0.0047;1.19;101884
9340;10;60;3;0.75;0.5;100;100;optimal;diagonal;42;failure;0;0;101;101;0;0.0087;0.8729;0.0046;1.19;101440
9341;10;60;3;0.75;0.75;10;10;random;dijkstra;42;failure;0;0;142;142;0;0.0076;0.0084;0.0178;0.40;100268
9342;10;60;3;0.75;0.75;10;10;random;diagonal;42;failure;0;0;142;142;0;0.0076;0.0083;0.0223;0.34;100820
9343;10;60;3;0.75;0.75;10;10;optimal;dijkstra;42;failure;0;0;143;143;0;0.0077;0.1202;0.019;0.46;100976
9344;10;60;3;0.75;0.75;10;10;optimal;diagonal;42;failure;0;0;143;143;0;0.012;0.1402;0.0234;0.49;100804
9345;10;60;3;0.75;0.75;10;25;random;dijkstra;42;failure;0;0;502;502;0;0.0077;0.0084;0.0757;0.39;100920
9346;10;60;3;0.75;0.75;10;25;random;diagonal;42;failure;0;0;502;502;0;0.0078;0.0086;0.0945;0.41;100980
9347;10;60;3;0.75;0.75;10;25;optimal;dijkstra;42;failure;0;0;518;518;0;0.0122;0.1311;0.078;0.53;98944
9348;10;60;3;0.75;0.75;10;25;optimal;diagonal;42;failure;0;0;518;518;0;0.0077;0.1202;0.0994;0.53;100504
9349;10;60;3;0.75;0.75;10;50;random;dijkstra;42;failure;0;0;1102;1102;0;0.0076;0.0084;0.192;0.51;101364
9350;10;60;3;0.75;0.75;10;50;random;diagonal;42;failure;0;0;1102;1102;0;0.0078;0.0085;0.2346;0.57;101636
9351;10;60;3;0.75;0.75;10;50;optimal;dijkstra;42;failure;0;0;1143;1143;0;0.0077;0.1189;0.193;0.62;102616
9352;10;60;3;0.75;0.75;10;50;optimal;diagonal;42;failure;0;0;1143;1143;0;0.0076;0.1212;0.2256;0.66;98968
9353;10;60;3;0.75;0.75;10;100;random;dijkstra;42;failure;0;0;2302;2302;0;0.0076;0.0084;0.4718;0.78;101780
9354;10;60;3;0.75;0.75;10;100;random;diagonal;42;failure;0;0;2302;2302;0;0.0121;0.0133;0.4694;0.81;101776
9355;10;60;3;0.75;0.75;10;100;optimal;dijkstra;42;failure;0;0;2393;2393;0;0.0078;0.1211;0.5136;0.96;101912
9356;10;60;3;0.75;0.75;10;100;optimal;diagonal;42;failure;0;0;2393;2393;0;0.0076;0.1202;0.4958;0.92;101896
9357;10;60;3;0.75;0.75;25;10;random;dijkstra;42;failure;0;0;143;143;0;0.0079;0.0097;0.0174;0.34;96616
9358;10;60;3;0.75;0.75;25;10;random;diagonal;42;failure;0;0;143;143;0;0.0077;0.0095;0.022;0.34;98268
9359;10;60;3;0.75;0.75;25;10;optimal;dijkstra;42;failure;0;0;143;143;0;0.0077;0.362;0.0184;0.69;100872
9360;10;60;3;0.75;0.75;25;10;optimal;diagonal;42;failure;0;0;143;143;0;0.0076;0.369;0.0239;0.70;98540
9361;10;60;3;0.75;0.75;25;25;random;dijkstra;42;failure;0;0;518;518;0;0.0076;0.0094;0.0735;0.39;101000
9362;10;60;3;0.75;0.75;25;25;random;diagonal;42;failure;0;0;518;518;0;0.0077;0.0094;0.0927;0.41;100700
9363;10;60;3;0.75;0.75;25;25;optimal;dijkstra;42;failure;0;0;518;518;0;0.0077;0.3634;0.0779;0.76;100644
9364;10;60;3;0.75;0.75;25;25;optimal;diagonal;42;failure;0;0;518;518;0;0.0077;0.3981;0.0982;0.81;101020
9365;10;60;3;0.75;0.75;25;50;random;dijkstra;42;failure;0;0;1143;1143;0;0.0076;0.0093;0.188;0.50;98952
9366;10;60;3;0.75;0.75;25;50;random;diagonal;42;failure;0;0;1143;1143;0;0.0076;0.0094;0.2223;0.54;101384
9367;10;60;3;0.75;0.75;25;50;optimal;dijkstra;42;failure;0;0;1143;1143;0;0.0077;0.3702;0.1962;0.87;101396
9368;10;60;3;0.75;0.75;25;50;optimal;diagonal;42;failure;0;0;1143;1143;0;0.0078;0.3663;0.2264;0.90;99152
9369;10;60;3;0.75;0.75;25;100;random;dijkstra;42;failure;0;0;2393;2393;0;0.0076;0.0094;0.4882;0.81;101628
